alarm_id,incident_id,timestamp,machine_id,tep_tag,alarm_type,severity,alarm_message
ALM0039_1,INC0039,2026-01-12T11:10:00,CW-101,XMV(10),HH,Low,XMV(10) abnormal during Cooling water instability
ALM0039_2,INC0039,2026-01-12T11:13:00,CW-101,XMV(10),LO,Low,XMV(10) abnormal during Cooling water instability
ALM0040_1,INC0040,2026-02-03T00:05:00,R-101,XMV(10),DEV,Critical,XMV(10) abnormal during Unknown process disturbance
ALM0040_2,INC0040,2026-02-03T00:08:00,R-101,XMV(10),HI,Critical,XMV(10) abnormal during Unknown process disturbance
ALM0041_1,INC0041,2026-03-13T16:05:00,V-301,XMV(6),HI,High,XMV(6) abnormal during Unknown process disturbance
ALM0041_2,INC0041,2026-03-13T16:08:00,V-301,XMV(6),HI,High,XMV(6) abnormal during Unknown process disturbance
ALM0041_3,INC0041,2026-03-13T16:11:00,V-301,XMEAS(14),HI,High,XMEAS(14) abnormal during Unknown process disturbance
ALM0042_1,INC0042,2026-01-04T11:10:00,F-102,XMEAS(2),HH,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0042_2,INC0042,2026-01-04T11:13:00,F-102,XMEAS(2),HH,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0042_3,INC0042,2026-01-04T11:16:00,F-102,XMEAS(2),HI,Medium,XMEAS(2) abnormal during Feed temperature abnormality
ALM0043_1,INC0043,2026-03-31T14:10:00,F-102,XMV(1),HH,Low,XMV(1) abnormal during Feed temperature abnormality
ALM0043_2,INC0043,2026-03-31T14:13:00,F-102,XMEAS(2),HH,Low,XMEAS(2) abnormal during Feed temperature abnormality
ALM0043_3,INC0043,2026-03-31T14:16:00,F-102,XMEAS(2),HH,Low,XMEAS(2) abnormal during Feed temperature abnormality
ALM0044_1,INC0044,2026-01-07T13:10:00,CW-201,XMV(11),DEV,Medium,XMV(11) abnormal during Control valve stiction
ALM0044_2,INC0044,2026-01-07T13:13:00,CW-201,XMV(11),HH,Medium,XMV(11) abnormal during Control valve stiction
ALM0044_3,INC0044,2026-01-07T13:16:00,CW-201,XMEAS(22),LO,Medium,XMEAS(22) abnormal during Control valve stiction
ALM0044_4,INC0044,2026-01-07T13:19:00,CW-201,XMV(11),HH,Medium,XMV(11) abnormal during Control valve stiction
ALM0045_1,INC0045,2026-04-14T01:45:00,CW-101,XMV(10),LO,Medium,XMV(10) abnormal during Control valve stiction
ALM0045_2,INC0045,2026-04-14T01:48:00,CW-101,XMV(10),HH,Medium,XMV(10) abnormal during Control valve stiction
ALM0045_3,INC0045,2026-04-14T01:51:00,CW-101,XMV(10),HI,Medium,XMV(10) abnormal during Control valve stiction
ALM0045_4,INC0045,2026-04-14T01:54:00,CW-101,XMV(10),DEV,Medium,XMV(10) abnormal during Control valve stiction
ALM0046_1,INC0046,2026-03-07T14:20:00,CW-201,XMV(11),HI,Low,XMV(11) abnormal during Cooling water instability
ALM0046_2,INC0046,2026-03-07T14:23:00,CW-201,XMEAS(22),DEV,Low,XMEAS(22) abnormal during Cooling water instability
ALM0046_3,INC0046,2026-03-07T14:26:00,CW-201,XMV(11),LL,Low,XMV(11) abnormal during Cooling water instability
ALM0047_1,INC0047,2026-03-19T09:05:00,F-102,XMV(1),HH,Critical,XMV(1) abnormal during Feed temperature abnormality
ALM0047_2,INC0047,2026-03-19T09:08:00,F-102,XMEAS(2),LO,Critical,XMEAS(2) abnormal during Feed temperature abnormality
ALM0047_3,INC0047,2026-03-19T09:11:00,F-102,XMV(1),DEV,Critical,XMV(1) abnormal during Feed temperature abnormality
ALM0047_4,INC0047,2026-03-19T09:14:00,F-102,XMEAS(2),HI,Critical,XMEAS(2) abnormal during Feed temperature abnormality
ALM0048_1,INC0048,2026-01-13T20:05:00,K-501,XMEAS(5),DEV,Critical,XMEAS(5) abnormal during Unknown process disturbance
ALM0048_2,INC0048,2026-01-13T20:08:00,K-501,XMV(5),DEV,Critical,XMV(5) abnormal during Unknown process disturbance
ALM0048_3,INC0048,2026-01-13T20:11:00,K-501,XMEAS(5),LO,Critical,XMEAS(5) abnormal during Unknown process disturbance
ALM0049_1,INC0049,2026-04-23T16:20:00,F-101,XMV(3),LO,High,XMV(3) abnormal during Feed interruption
ALM0049_2,INC0049,2026-04-23T16:23:00,F-101,XMV(3),DEV,High,XMV(3) abnormal during Feed interruption
ALM0049_3,INC0049,2026-04-23T16:26:00,F-101,XMEAS(1),LL,High,XMEAS(1) abnormal during Feed interruption
ALM0049_4,INC0049,2026-04-23T16:29:00,F-101,XMV(3),HH,High,XMV(3) abnormal during Feed interruption
ALM0050_1,INC0050,2026-03-30T03:20:00,CW-201,XMEAS(22),HI,Medium,XMEAS(22) abnormal during Cooling water instability
ALM0050_2,INC0050,2026-03-30T03:23:00,CW-201,XMEAS(22),HH,Medium,XMEAS(22) abnormal during Cooling water instability
ALM0051_1,INC0051,2026-03-02T11:00:00,K-501,XMEAS(20),LO,Low,XMEAS(20) abnormal during Unknown process disturbance
ALM0051_2,INC0051,2026-03-02T11:03:00,K-501,XMEAS(20),HH,Low,XMEAS(20) abnormal during Unknown process disturbance
ALM0052_1,INC0052,2026-01-08T23:00:00,F-101,XMEAS(1),HH,Medium,XMEAS(1) abnormal during Feed quality disturbance
ALM0052_2,INC0052,2026-01-08T23:03:00,F-101,XMV(3),LO,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0052_3,INC0052,2026-01-08T23:06:00,F-101,XMV(3),DEV,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0052_4,INC0052,2026-01-08T23:09:00,F-101,XMV(3),DEV,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0053_1,INC0053,2026-04-09T19:05:00,K-501,XMV(5),HI,High,XMV(5) abnormal during Unknown process disturbance
ALM0053_2,INC0053,2026-04-09T19:08:00,K-501,XMEAS(5),HI,High,XMEAS(5) abnormal during Unknown process disturbance
ALM0053_3,INC0053,2026-04-09T19:11:00,K-501,XMEAS(20),HH,High,XMEAS(20) abnormal during Unknown process disturbance
ALM0053_4,INC0053,2026-04-09T19:14:00,K-501,XMEAS(20),LO,High,XMEAS(20) abnormal during Unknown process disturbance
ALM0054_1,INC0054,2026-03-24T21:05:00,R-101,XMEAS(9),LO,Critical,XMEAS(9) abnormal during Unknown process disturbance
ALM0054_2,INC0054,2026-03-24T21:08:00,R-101,XMEAS(21),HH,Critical,XMEAS(21) abnormal during Unknown process disturbance
ALM0054_3,INC0054,2026-03-24T21:11:00,R-101,XMEAS(21),HH,Critical,XMEAS(21) abnormal during Unknown process disturbance
ALM0055_1,INC0055,2026-05-03T16:15:00,CW-101,XMV(10),LO,Medium,XMV(10) abnormal during Cooling water instability
ALM0055_2,INC0055,2026-05-03T16:18:00,CW-101,XMV(10),HH,Medium,XMV(10) abnormal during Cooling water instability
ALM0055_3,INC0055,2026-05-03T16:21:00,CW-101,XMV(10),HI,Medium,XMV(10) abnormal during Cooling water instability
ALM0056_1,INC0056,2026-01-19T13:10:00,R-101,XMEAS(7),HH,Medium,XMEAS(7) abnormal during Unknown process disturbance
ALM0056_2,INC0056,2026-01-19T13:13:00,R-101,XMEAS(8),LL,Medium,XMEAS(8) abnormal during Unknown process disturbance
ALM0057_1,INC0057,2026-01-28T12:15:00,F-104,XMEAS(6),DEV,High,XMEAS(6) abnormal during Feed temperature drift
ALM0057_2,INC0057,2026-01-28T12:18:00,F-104,XMEAS(4),LO,High,XMEAS(4) abnormal during Feed temperature drift
ALM0057_3,INC0057,2026-01-28T12:21:00,F-104,XMEAS(4),LL,High,XMEAS(4) abnormal during Feed temperature drift
ALM0058_1,INC0058,2026-01-29T07:10:00,CW-201,XMV(11),HI,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0058_2,INC0058,2026-01-29T07:13:00,CW-201,XMV(11),HI,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0058_3,INC0058,2026-01-29T07:16:00,CW-201,XMV(11),LO,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0058_4,INC0058,2026-01-29T07:19:00,CW-201,XMV(11),LL,Critical,XMV(11) abnormal during Condenser cooling issue
ALM0059_1,INC0059,2026-01-31T23:45:00,CW-101,XMV(10),HI,Medium,XMV(10) abnormal during Control valve stiction
ALM0059_2,INC0059,2026-01-31T23:48:00,CW-101,XMEAS(21),HH,Medium,XMEAS(21) abnormal during Control valve stiction
ALM0059_3,INC0059,2026-01-31T23:51:00,CW-101,XMEAS(21),LO,Medium,XMEAS(21) abnormal during Control valve stiction
ALM0060_1,INC0060,2026-05-19T09:30:00,F-101,XMEAS(1),LL,Medium,XMEAS(1) abnormal during Feed quality disturbance
ALM0060_2,INC0060,2026-05-19T09:33:00,F-101,XMEAS(1),LO,Medium,XMEAS(1) abnormal during Feed quality disturbance
ALM0060_3,INC0060,2026-05-19T09:36:00,F-101,XMEAS(1),LL,Medium,XMEAS(1) abnormal during Feed quality disturbance
ALM0060_4,INC0060,2026-05-19T09:39:00,F-101,XMV(3),LO,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0061_1,INC0061,2026-05-06T17:05:00,K-501,XMEAS(20),LL,High,XMEAS(20) abnormal during Unknown process disturbance
ALM0061_2,INC0061,2026-05-06T17:08:00,K-501,XMEAS(20),LO,High,XMEAS(20) abnormal during Unknown process disturbance
ALM0061_3,INC0061,2026-05-06T17:11:00,K-501,XMEAS(20),LL,High,XMEAS(20) abnormal during Unknown process disturbance
ALM0061_4,INC0061,2026-05-06T17:14:00,K-501,XMEAS(5),DEV,High,XMEAS(5) abnormal during Unknown process disturbance
ALM0062_1,INC0062,2026-05-18T13:45:00,F-104,XMEAS(6),HI,High,XMEAS(6) abnormal during Feed pressure interruption
ALM0062_2,INC0062,2026-05-18T13:48:00,F-104,XMEAS(4),LO,High,XMEAS(4) abnormal during Feed pressure interruption
ALM0062_3,INC0062,2026-05-18T13:51:00,F-104,XMV(4),HI,High,XMV(4) abnormal during Feed pressure interruption
ALM0063_1,INC0063,2026-01-04T00:10:00,CW-201,XMEAS(22),LL,High,XMEAS(22) abnormal during Condenser cooling issue
ALM0063_2,INC0063,2026-01-04T00:13:00,CW-201,XMV(11),HH,High,XMV(11) abnormal during Condenser cooling issue
ALM0063_3,INC0063,2026-01-04T00:16:00,CW-201,XMV(11),LL,High,XMV(11) abnormal during Condenser cooling issue
ALM0064_1,INC0064,2026-05-25T01:30:00,CW-201,XMEAS(22),DEV,Medium,XMEAS(22) abnormal during Condenser cooling issue
ALM0064_2,INC0064,2026-05-25T01:33:00,CW-201,XMV(11),LL,Medium,XMV(11) abnormal during Condenser cooling issue
ALM0064_3,INC0064,2026-05-25T01:36:00,CW-201,XMEAS(22),HI,Medium,XMEAS(22) abnormal during Condenser cooling issue
ALM0065_1,INC0065,2026-05-16T22:15:00,F-102,XMEAS(2),HI,Low,XMEAS(2) abnormal during Feed temperature drift
ALM0065_2,INC0065,2026-05-16T22:18:00,F-102,XMV(1),LL,Low,XMV(1) abnormal during Feed temperature drift
ALM0066_1,INC0066,2026-01-09T04:00:00,F-102,XMV(1),HI,High,XMV(1) abnormal during Feed temperature drift
ALM0066_2,INC0066,2026-01-09T04:03:00,F-102,XMEAS(2),DEV,High,XMEAS(2) abnormal during Feed temperature drift
ALM0067_1,INC0067,2026-01-17T22:15:00,F-101,XMV(3),LO,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0067_2,INC0067,2026-01-17T22:18:00,F-101,XMV(3),DEV,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0067_3,INC0067,2026-01-17T22:21:00,F-101,XMV(3),LL,Medium,XMV(3) abnormal during Feed quality disturbance
ALM0068_1,INC0068,2026-03-03T16:45:00,CW-201,XMV(11),HI,Medium,XMV(11) abnormal during Control valve stiction
ALM0068_2,INC0068,2026-03-03T16:48:00,CW-201,XMEAS(22),HI,Medium,XMEAS(22) abnormal during Control valve stiction
ALM0068_3,INC0068,2026-03-03T16:51:00,CW-201,XMV(11),DEV,Medium,XMV(11) abnormal during Control valve stiction
ALM0068_4,INC0068,2026-03-03T16:54:00,CW-201,XMEAS(22),DEV,Medium,XMEAS(22) abnormal during Control valve stiction
ALM0069_1,INC0069,2026-03-14T02:10:00,F-102,XMEAS(2),LL,High,XMEAS(2) abnormal during Feed temperature drift
ALM0069_2,INC0069,2026-03-14T02:13:00,F-102,XMEAS(2),LO,High,XMEAS(2) abnormal during Feed temperature drift
ALM0069_3,INC0069,2026-03-14T02:16:00,F-102,XMV(1),HI,High,XMV(1) abnormal during Feed temperature drift
ALM0069_4,INC0069,2026-03-14T02:19:00,F-102,XMV(1),HH,High,XMV(1) abnormal during Feed temperature drift
